"","workerid","proliferate.condition","agent","followup_fails","item_name","item_presentation_condition","n_examples","object","speaker","predicted_probability_correct_answer","predicted_probability_duration","predicted_probability_is_correct","predicted_probability_response","character_arrival_correct_answer","character_arrival_duration","character_arrival_is_correct","character_arrival_response","freeform_followup_correct_answer","freeform_followup_duration","freeform_followup_is_correct","freeform_followup_response","name_identification_correct_answer","name_identification_duration","name_identification_is_correct","name_identification_response","generic_endorsement_correct_answer","generic_endorsement_duration","generic_endorsement_is_correct","generic_endorsement_response","botcaptcha_correct_answer","botcaptcha_duration","botcaptcha_response","botcaptcha_n_fails","sound_check_correct_answer","sound_check_duration","sound_check_response","num_fails","property","sound_check_is_correct","total_time_taken","error","perceived_character_knowledge_correct_answer","perceived_character_knowledge_duration","perceived_character_knowledge_is_correct","perceived_character_knowledge_response","object_images","exp_cond"
"228",345,"gen+ped","Dog",0,"dax","gen+ped",1,"flower","mh",NA,6.235,"True",0.98,"been_while",6.018,TRUE,"been_while",NA,61.744,"True","I, the researcher, arrived on an alien planet and met another researcher there. He told me he had been on the planet for a while and has been doing research, and is familiar with the flora and fauna on the planet. He introduced me to a plant called a dax, and noted that it has purple petals. I did not see the petals until he moved closer to the dax and it bloomed. I then saw that the petals on the dax were indeed purple.","dax",7.255,TRUE,"dax",NA,4.53,"True","yes","Mary",4.858,"['Mary']",0,"shadow",10.561,"shadow",NA,"purple petals","True",175.797,NA,NA,NA,NA,NA,NA,"gen+ped_1"
"229",369,"gen+ped","Bear",0,"wug","gen+ped",1,"artifact","mh",NA,28.62,"True",0.74,"been_while",15.618,TRUE,"been_while",NA,45.796,"True","I learned what a researcher had discovered on an alien planet.","wug",11.152,TRUE,"wug",NA,5.362,"True","yes","Susan",11.935,"['Susan']",0,"tiger",26.503,"Hiker",NA,"squeaking","False",274.182,NA,NA,NA,NA,NA,NA,"gen+ped_1"
"230",335,"gen+ped","Tiger",0,"fep","gen+ped",1,"artifact","tg",NA,9.656,"True",0.97,"been_while",16.652,TRUE,"been_while",NA,33.488,"True","The researcher introduced me to a rep. He told me they squeak and proceeded to squeak it for me. ","fep",6.735,TRUE,"fep",NA,5.624,"True","yes","Elizabeth",15.631,"['Elizabeth']",0,"shadow",18.483,"Shadow ",NA,"squeaking","False",226.912,NA,NA,NA,NA,NA,NA,"gen+ped_1"
"231",448,"gen+ped","Dog",0,"dax","gen+ped",1,"bird","tg",NA,6.01,"True",0.99,"been_while",9.216,TRUE,"been_while",NA,17.508,"True","The dog researcher showed me a dax and that it has green feathers.","dax",4.236,TRUE,"dax",NA,2.908,"True","yes","Jessica",11.74,"['jessuca', 'jessica']",1,"tiger",9.3,"tiger",NA,"green feathers","True",119.819,NA,NA,NA,NA,NA,NA,"gen+ped_1"
"232",363,"gen+ped","Tiger",0,"dax","gen+ped",1,"flower","tg",NA,8.448,"True",0.99,"been_while",4.978,TRUE,"been_while",NA,37.591,"True","A tiger explained that daxes have purple petals, and then I answered a few questions about this information and my perception of the tiger's knowledge.","dax",2.504,TRUE,"dax",NA,3.677,"True","yes","Patricia",8.336,"['Patricia']",0,"tiger",13.922,"tiger",NA,"purple petals","True",151.93,NA,NA,NA,NA,NA,NA,"gen+ped_1"
"233",351,"gen+ped","Bear",0,"dax","gen+ped",1,"flower","mh",NA,16.207,"True",0.79,"been_while",7.313,TRUE,"been_while",NA,145.603,"True","The experiment had a scenario where I am speaking with an experienced researcher on a new planet.  The researcher explained how a dax plant has purple petals and knew this before approaching the plant.  Based on this experience, I had to decide how confident I am that all daxes have these purple petals.","dax",4.952,TRUE,"dax",NA,7.577,"True","yes","Susan",9.028,"['Susan']",0,"tiger",19.903,"tiger",NA,"purple petals","True",311.662,NA,NA,NA,NA,NA,NA,"gen+ped_1"
"234",407,"gen+ped","Tiger",0,"wug","gen+ped",1,"flower","tg",NA,5.695,"True",0.98,"been_while",8.57,TRUE,"been_while",NA,30.303,"True","We ended up on a new planet where a scientist told us about wugs and their purple petals","wug",6.278,TRUE,"wug",NA,3.961,"True","yes","Elizabeth",9.209,"['Elizabeth']",0,"tiger",21.954,"tiger",NA,"purple petals","True",175.008,NA,NA,NA,NA,NA,NA,"gen+ped_1"
"235",424,"gen+ped","Dog",0,"fep","gen+ped",1,"bird","mh",NA,14.106,"True",0.77,"been_while",9.432,TRUE,"been_while",NA,57.389,"True","On a new planet, a species wanted to teach you about another species. In this case, a dog taught me about a species called a fep which has green feathers.","fep",12.601,TRUE,"fep",NA,4.92,"True","yes","Linda",7.571,"['Linda']",0,"shadow",21.514,"Shadow",NA,"green feathers","True",212.117,NA,NA,NA,NA,NA,NA,"gen+ped_1"
"236",357,"gen+ped","Dog",0,"wug","gen+ped",1,"bird","sb",NA,18.196,"True",0.94,"been_while",11.819,TRUE,"been_while",NA,131.422,"True","In this experiment, I watched a video about a new species of animal and then was asked a few questions about what the animal looks like and what it's called.","wug",7.928,TRUE,"wug",NA,6.156,"True","yes","Mary",13.473,"['Mary']",0,"shadow",25.175,"shadow",NA,"green feathers","True",353.032,NA,NA,NA,NA,NA,NA,"gen+ped_1"
"237",383,"gen+ped","Monkey",0,"dax","gen+ped",1,"bird","mh",NA,21.396,"True",0.98,"been_while",12.684,TRUE,"been_while",NA,131.879,"True","I was assigned to go to a new planet to learn about the animal, plants, etc. I meant a researcher whose been there for while and he showed me an animal called a Dax. On the outside the Dax is all red, but when a Dax opens their wings they have green feathers.","dax",7.607,TRUE,"dax",NA,5.786,"True","yes","Susan",13.534,"['Susan']",0,"tiger",45.26,"Tiger",NA,"green feathers","True",443.7,NA,NA,NA,NA,NA,NA,"gen+ped_1"
"238",400,"gen+ped","Dog",0,"dax","gen+ped",1,"flower","mh",NA,4.863,"True",0.92,"been_while",7.316,TRUE,"been_while",NA,43.969,"True","You arrive at a planet as a scientist, to discover a scientist already there, researching plants. The experiments asks if you know certain statements to be true regarding the plants","dax",7.034,TRUE,"dax",NA,3.02,"True","yes","Linda",7.453,"['Linda']",0,"shadow",13.117,"shadow",NA,"purple petals","True",193.997,NA,NA,NA,NA,NA,NA,"gen+ped_1"
"239",436,"gen+ped","Tiger",0,"fep","gen+ped",1,"artifact","tg",NA,10.531,"True",1,"been_while",10.363,TRUE,"been_while",NA,39.354,"True","a tiger was depicted as a researcher that hes been studying the planet for years. She introduced a ""fep"" and demonstrated how it squeeks.","fep",5.175,TRUE,"fep",NA,3.865,"True","yes","Barbara",14.356,"['barbara']",0,"tiger",13.85,"tiger",NA,"squeaking","True",302.746,NA,NA,NA,NA,NA,NA,"gen+ped_1"
"240",305,"gen+ped","Tiger",0,"dax","gen+ped",1,"bird","sb",NA,7.241,"True",0.82,"been_while",9.669,TRUE,"been_while",NA,53.303,"True","Scientist arrives on new planet.  Comes into contact with another species, states ""he"" is also a scientist and shows me ""new scientist"" an animal he has observed.","dax",5.091,TRUE,"dax",NA,4.753,"True","yes","Mary",8.959,"['Mary']",0,"shadow",25.208,"shadow",NA,"green feathers","True",204.578,NA,NA,NA,NA,NA,NA,"gen+ped_1"
"241",412,"gen+ped","Sheep",0,"wug","gen+ped",1,"artifact","tg",NA,5.337,"True",0.54,"been_while",7.375,TRUE,"been_while",NA,16.628,"True","New thing on a planet took you to a wug and it squeaked.","wug",4.681,TRUE,"wug",NA,3.414,"True","yes","Susan",6.989,"['Susan']",0,"tiger",9.596,"tiger",NA,"squeaking","True",130.102,NA,NA,NA,NA,NA,NA,"gen+ped_1"
"242",322,"gen+ped","Dog",0,"fep","gen+ped",1,"artifact","tg",NA,7.029,"True",0.5,"been_while",5.016,TRUE,"been_while",NA,28.64,"True","An animated dog told me that the item is a ""fep"" and said that feps squeak. ","fep",3.317,TRUE,"fep",NA,3.368,"True","yes","Elizabeth",5.915,"['Elizabeth']",0,"shadow",32.435,"shadow",NA,"squeaking","True",156.946,NA,NA,NA,NA,NA,NA,"gen+ped_1"
"243",418,"gen+ped","Elephant",0,"wug","gen+ped",1,"artifact","tg",NA,13.133,"True",0.52,"been_while",13.231,TRUE,"been_while",NA,97.519,"True","I arrived on an alien planet and a researcher who has been studying on this planet for awhile showed me a species of creature called wug and demonstrated that it could squeak ","wug",9.252,TRUE,"wug",NA,7.683,"True","yes","Barbara",17.193,"['Barbara']",0,"shadow",39.414,"Shadow",NA,"squeaking","True",357.328,NA,NA,NA,NA,NA,NA,"gen+ped_1"
"244",395,"gen+ped","Bear",0,"dax","gen+ped",1,"bird","sb",NA,4.139,"True",0.81,"been_while",5.921,TRUE,"been_while",NA,17.152,"True","the researcher on this planet showed me a dax and it has green feathers ","dax",4.717,TRUE,"dax",NA,1.787,"True","yes","Sarah",4.538,"['Sarah']",0,"tiger",10.7,"tiger",NA,"green feathers","True",117.896,NA,NA,NA,NA,NA,NA,"gen+ped_1"
"245",389,"gen+ped","Tiger",0,"fep","gen+ped",1,"flower","mh",NA,10.177,"True",0.98,"been_while",13.884,TRUE,"been_while",NA,66.11,"True","I was sent to another planet to discover animals and plants. Which I then met another scientist there.","fep",5.241,TRUE,"fep",NA,6.13,"True","yes","Linda",8.502,"['Linda']",0,"tiger",44.523,"tiger",NA,"purple petals","True",281.87,NA,NA,NA,NA,NA,NA,"gen+ped_1"
"246",430,"gen+ped","Sheep",0,"fep","gen+ped",1,"artifact","sb",NA,6.216,"True",0.92,"been_while",5.297,TRUE,"been_while",NA,54.207,"True","I answered a screening question and then had the sound of my system checked. Then I watched an animation of a scientist on a new planet introduce herself and show me a ""fep."" The ""fep"" squeaked. I was then asked follow up questions about the experience.","fep",4.56,TRUE,"fep",NA,2.582,"True","yes","Sarah",6.675,"['Sarah']",0,"tiger",12.494,"tiger",NA,"squeaking","True",163.487,NA,NA,NA,NA,NA,NA,"gen+ped_1"
"247",311,"gen+ped","Bear",0,"fep","gen+ped",1,"artifact","sb",NA,8.347,"True",0.88,"been_while",6.7,TRUE,"been_while",NA,18.058,"True","I was introduced to a new scientist who showed me a new object called a fep and he showed me that it squeaked","fep",4.315,TRUE,"fep",NA,7.069,"True","yes","Elizabeth",5.936,"['Elizabeth']",0,"shadow",8.327,"shadow",NA,"squeaking","True",122.125,NA,NA,NA,NA,NA,NA,"gen+ped_1"
"248",329,"gen+ped","Dog",1,"dax","gen+ped",1,"bird","tg",NA,31.64,"True",0.8,"been_while",71.368,FALSE,"just_arrived",NA,148.663,"True","Dix ","dax",13.471,TRUE,"dax",NA,13.289,"True","yes","Jennifer",57.183,"['Jennifer']",0,"shadow",101.685,"shadow",NA,"green feathers","True",768.194,NA,NA,NA,NA,NA,NA,"gen+ped_1"
"249",317,"gen+ped","Dog",0,"dax","gen+ped",1,"artifact","sb",NA,8.8,"True",1,"been_while",5.184,TRUE,"been_while",NA,44.084,"True","I met a researcher who told me about daxes and demonstrated that they squeak.","dax",7.049,TRUE,"dax",NA,3.778,"True","yes","Patricia",14.348,"['Patricia']",0,"tiger",14.015,"tiger",NA,"squeaking","True",212.952,NA,NA,NA,NA,NA,NA,"gen+ped_1"
"250",375,"gen+ped","Tiger",0,"wug","gen+ped",1,"flower","mh",NA,8.648,"True",0.92,"been_while",11.601,TRUE,"been_while",NA,82.703,"True","I met up with a Scientist who is also studying the plant I am currently studying, and the Scientist lead to to a plant, which is called wug, that has purple petals. They showed me not only a different plant from that planet, but a word as well.","wug",5.916,TRUE,"wug",NA,4.6,"True","yes","Susan",9.081,"['Susan']",0,"shadow",16.334,"Shadow",NA,"purple petals","True",263.884,NA,NA,NA,NA,NA,NA,"gen+ped_1"
"251",586,"pedagogical-3","Tiger",0,"dax","pedagogical",3,"bird","mh",NA,15.683,"True",0.48,"been_while",7.622,TRUE,"been_while",NA,82.048,"True","I roleplayed a researcher visiting a planet where I must catalogue new animals/plants/etc. I encountered a fellow researcher who has been there a while and it showed me these birdlike creatures he called 'daxes'. He demonstrated to me that the ones we saw had green feathers; all three displayed did. I was asked whether this meant all daxes had green feathers and other questions related to that.","dax",4.149,TRUE,"dax",NA,4.828,"True","no","Jessica",8.016,"['Jessica']",0,"shadow",13.553,"shadow",NA,"green feathers","True",225.651,NA,NA,7.025,"True","yes",NA,"pedagogical_3"
"252",560,"pedagogical-3","Monkey",0,"fep","pedagogical",3,"bird","mh",NA,5.926,"True",1,"been_while",12.203,TRUE,"been_while",NA,42.498,"True","I went to a place with a researcher already there and he showed me green fep feathers?","fep",10.152,TRUE,"fep",NA,4.148,"True","yes","Patricia",10.704,"['Patricia']",0,"tiger",15.55,"Tiger",NA,"green feathers","True",194.019,NA,NA,6.296,"True","yes",NA,"pedagogical_3"
"253",514,"pedagogical-3","Bear",0,"dax","pedagogical",3,"bird","sb",NA,9.01,"True",1,"been_while",11.054,TRUE,"been_while",NA,66.86,"True","We are researchers on a new planet and met a researcher who has been there for a while. They introduced us to Daxes who are red with green feathers.","dax",7.851,TRUE,"dax",NA,5.152,"True","yes","Elizabeth",8.854,"['Elizabeth']",0,"tiger",21.024,"Tiger",NA,"green feathers","True",238.042,NA,NA,8.026,"True","yes",NA,"pedagogical_3"
"254",520,"pedagogical-3","Sheep",1,"fep","pedagogical",3,"bird","mh",NA,15.255,"True",0.82,"been_while",9.393,FALSE,"just_arrived",NA,64.643,"True","The experiment was showing a particular animal and their description ","fep",5.689,TRUE,"fep",NA,6.194,"True","yes","Barbara",24.257,"['Barbara']",0,"tiger",80.41,"Tiger",NA,"green feathers","True",369.273,NA,NA,30.01,"True","no",NA,"pedagogical_3"
"255",607,"pedagogical-3","Sheep",0,"wug","pedagogical",3,"artifact","mh",NA,6.554,"True",0.86,"been_while",26.702,TRUE,"been_while",NA,47.114,"True","A researcher said they had been studying the planet for quite awhile and they knew all about the plants and animals.  They showed me a WUG and showed me that they squeak.  ","wug",5.428,TRUE,"wug",NA,5.129,"True","yes","Mary",5.931,"['Mary']",0,"shadow",18.42,"shadow",NA,"squeaking","True",200.67,NA,NA,9.441,"True","no",NA,"pedagogical_3"
"256",619,"pedagogical-3","Tiger",0,"dax","pedagogical",3,"flower","sb",NA,10.476,"True",1,"been_while",8.87,TRUE,"been_while",NA,117.145,"True","I am a researcher who just arrived on an alien planet. I was met by a fellow researcher who is a tiger who has been here for some time. She showed me the dax plant, there were three of them and they all had purple petals. ","dax",7.318,TRUE,"dax",NA,3.646,"True","yes","Mary",12.964,"['Mary']",0,"shadow",47.855,"shadow",NA,"purple petals","True",321.993,NA,NA,9.842,"True","yes",NA,"pedagogical_3"
"257",651,"pedagogical-3","Sheep",0,"fep","pedagogical",3,"flower","mh",NA,9.301,"True",0.99,"been_while",7.795,TRUE,"been_while",NA,43.198,"True","I went to another planet to do some research about animals and plants. I met a researcher who is a sheep and he showed me one of the plants ","fep",6.322,TRUE,"fep",NA,3.464,"True","yes","Sarah",6.433,"['Sarah']",0,"shadow",14.828,"Shadow",NA,"purple petals","True",178.953,NA,NA,8.696,"True","yes",NA,"pedagogical_3"
"258",548,"pedagogical-3","Elephant",0,"fep","pedagogical",3,"flower","tg",NA,6.406,"True",0.97,"been_while",6.542,TRUE,"been_while",NA,30.303,"True","A researcher who has been on the planet for a while showed flowers that bloomed when you get close to them. They were all purple and called feps.","fep",4.525,TRUE,"fep",NA,3.167,"True","yes","Susan",6.167,"['Susan']",0,"shadow",14.875,"shadow",NA,"purple petals","True",154.01,NA,NA,10.143,"True","yes",NA,"pedagogical_3"
"259",603,"pedagogical-3","Dog",0,"fep","pedagogical",3,"bird","mh",NA,4.705,"True",0.98,"been_while",8.536,TRUE,"been_while",NA,76.631,"True","i was brought along on a trip as a new researcher analyzing life in an area getting guided by a  friendly dog giving me an example of a fep a bird like creature with green feathers ","fep",3.619,TRUE,"fep",NA,2.219,"True","yes","Sarah",11.517,"['Sarah']",0,"shadow",12.654,"shadow ",NA,"green feathers","True",204.601,NA,NA,8.471,"True","no",NA,"pedagogical_3"
"260",518,"pedagogical-3","Sheep",0,"dax","pedagogical",3,"artifact","mh",NA,6.712,"True",0.99,"been_while",11.019,TRUE,"been_while",NA,52.528,"True","The scientist was sent to another planet while the scientist who had been on a planet showed the new scientist what he had discovered in his time there. A squeeking Dax","dax",5.544,TRUE,"dax",NA,4.874,"True","yes","Barbara",7.058,"['Barbara']",0,"shadow",15.369,"shadow",NA,"squeaking","True",240.733,NA,NA,7.847,"True","yes",NA,"pedagogical_3"
"261",544,"pedagogical-3","Monkey",0,"wug","pedagogical",3,"artifact","mh",NA,6.274,"True",0.96,"been_while",5.886,TRUE,"been_while",NA,40.632,"True","I was presented with a researcher who had been on the planet for quite a while and who knew about the plants, animals, and objects. He showed me three wugs and then showed me that they could speak.","wug",3.554,TRUE,"wug",NA,3.539,"True","yes","Barbara",7.362,"['Barbara']",0,"shadow",12.018,"Shadow",NA,"squeaking","True",166.525,NA,NA,5.777,"True","yes",NA,"pedagogical_3"
"262",554,"pedagogical-3","Dog",0,"dax","pedagogical",3,"flower","tg",NA,6.384,"True",0.99,"been_while",11.777,TRUE,"been_while",NA,48.379,"True","I met another scientist who had observed a planet already, knowing the different animals, plants, and other features. The other scientist introduced me to a plant on the planet.","dax",5.588,TRUE,"dax",NA,4.309,"True","yes","Mary",6.894,"['Mary']",0,"tiger",21.264,"tiger",NA,"purple petals","True",226.893,NA,NA,14.185,"True","yes",NA,"pedagogical_3"
"263",528,"pedagogical-3","Tiger",0,"fep","pedagogical",3,"flower","mh",NA,5.742,"True",1,"been_while",4.507,TRUE,"been_while",NA,43.934,"True","A researcher who looks like a tiger showed me feps. The researcher made them blossom to show that they have purple petals.","fep",3.115,TRUE,"fep",NA,2.42,"True","yes","Susan",7.147,"['Susan']",0,"shadow",8.171,"shadow",NA,"purple petals","True",191.485,NA,NA,3.693,"True","yes",NA,"pedagogical_3"
"264",564,"pedagogical-3","Tiger",0,"wug","pedagogical",3,"bird","sb",NA,7.072,"True",1,"been_while",7.526,TRUE,"been_while",NA,49.854,"True","I was asked to watch an animation of a tiger as a researcher. She showed us ""wugs"" and how their feathers are green.","wug",5.242,TRUE,"wug",NA,3.125,"True","yes","Sarah",7.46,"['Sarah']",0,"tiger",9.906,"Tiger",NA,"green feathers","True",190.082,NA,NA,9.476,"True","yes",NA,"pedagogical_3"
"265",623,"pedagogical-3","Tiger",0,"dax","pedagogical",3,"artifact","sb",NA,3.274,"True",0.89,"been_while",4.814,TRUE,"been_while",NA,25.987,"True","we watched a tiger show us that daxes squeak.","dax",3.26,TRUE,"dax",NA,2.682,"True","yes","Linda",3.783,"['linda']",0,"shadow",4.983,"shadow",NA,"squeaking","True",119.91,NA,NA,5.535,"True","yes",NA,"pedagogical_3"
"266",540,"pedagogical-3","Bear",0,"dax","pedagogical",3,"bird","tg",NA,12.758,"True",1,"been_while",11.595,TRUE,"been_while",NA,173.486,"True","A researcher that studies animals and objects shows 3 birds on a tree branch that when the researcher gets close to the birds they show their green feathers.","dax",9.119,TRUE,"dax",NA,5.2,"True","yes","Barbara",24.979,"['Barbara']",0,"shadow",22.013,"shadow",NA,"green feathers","True",426.615,NA,NA,8.766,"True","yes",NA,"pedagogical_3"
"267",577,"pedagogical-3","Monkey",0,"dax","pedagogical",3,"flower","sb",NA,7.779,"True",1,"been_while",7.865,TRUE,"been_while",NA,74.756,"True","The monkey from another planet showed me dax flowers and when they approached them they bloomed purple petals","dax",3.721,TRUE,"dax",NA,3.424,"True","yes","Mary",5.982,"['mary']",0,"shadow",11.959,"shadow",NA,"purple petals","True",391.513,NA,NA,5.942,"True","yes",NA,"pedagogical_3"
"268",534,"pedagogical-3","Bear",0,"wug","pedagogical",3,"bird","mh",NA,10.61,"True",0.94,"been_while",7.41,TRUE,"been_while",NA,25.579,"True","The research bear showed me what wugs are and that they have green feathers.","wug",4.036,TRUE,"wug",NA,2.938,"True","yes","Jennifer",7.587,"['Jennifer']",0,"shadow",21.797,"shadow",NA,"green feathers","True",160.385,NA,NA,8.836,"True","yes",NA,"pedagogical_3"
"269",631,"pedagogical-3","Dog",0,"dax","pedagogical",3,"flower","tg",NA,14.142,"True",0.93,"been_while",7.01,TRUE,"been_while",NA,98.193,"True","A researcher comes and tells me about what they learned on the planet","dax",3.616,TRUE,"dax",NA,2.373,"True","yes","Linda",7.74,"['Linda']",0,"tiger",8.95,"Tiger",NA,"purple petals","True",288.05,NA,NA,7.649,"True","yes",NA,"pedagogical_3"
"270",532,"pedagogical-3","Bear",0,"wug","pedagogical",3,"flower","mh",NA,13.138,"True",0.73,"been_while",6.732,TRUE,"been_while",NA,44.423,"True","I was asked to watch an animation about a bear scientist on an alien planet. The bear scientist showed me flowers called wugs with purple petals. I was then asked questions about the wugs and the scientist.","wug",6.091,TRUE,"wug",NA,5.933,"True","yes","Jessica",6.371,"['Jessica']",0,"tiger",8.338,"tiger",NA,"purple petals","True",177.134,NA,NA,12.109,"True","yes",NA,"pedagogical_3"
"271",526,"pedagogical-3","Bear",0,"fep","pedagogical",3,"flower","mh",NA,6.884,"True",0.97,"been_while",8.298,TRUE,"been_while",NA,73.658,"True","The bear researcher showed us plants called feps and then showed us that feps have purple petals. Then, I was asked how certain I was that all feps have purple petals, and if the bear was a new researcher or had been doing research for a while. ","fep",4.478,TRUE,"fep",NA,3.599,"True","yes","Susan",7.163,"['Susan']",0,"tiger",14.902,"tiger",NA,"purple petals","True",201.97,NA,NA,5.592,"True","yes",NA,"pedagogical_3"
"272",582,"pedagogical-3","Monkey",0,"dax","pedagogical",3,"artifact","mh",NA,8.21,"True",1,"been_while",11.137,TRUE,"been_while",NA,82.842,"True","I was presented with another researcher in a new planet, he is experienced and knew things already, so he was showing me around (the researcher was represented by a monkey cartoon)","dax",7.342,TRUE,"dax",NA,3.977,"True","yes","Margaret",14.841,"['Margaret']",0,"shadow",32.046,"shadow",NA,"squeaking","True",298.619,NA,NA,10.695,"True","yes",NA,"pedagogical_3"
"273",591,"pedagogical-3","Monkey",0,"dax","pedagogical",3,"flower","tg",NA,5.557,"True",1,"been_while",5.346,TRUE,"been_while",NA,56.953,"True","I was a scientist who was assigned to a faraway planet to study animals, plants, and objects there. Met a scientist who was already there for a while and she showed me daxes which were flowers with purple petals","dax",3.817,TRUE,"dax",NA,2.54,"True","yes","Susan",6.127,"['Susan']",0,"shadow",8.541,"shadow",NA,"purple petals","True",166.881,NA,NA,15.541,"True","no",NA,"pedagogical_3"
"274",595,"pedagogical-3","Tiger",0,"wug","pedagogical",3,"flower","tg",NA,5.576,"True",1,"been_while",3.133,TRUE,"been_while",NA,42.653,"True","The scientist already stationed on the alien planet told me that they knew all about the planet. They then showed me some wugs which when the scientist interacted with them, they showed their purple petals.","wug",2.81,TRUE,"wug",NA,1.699,"True","yes","Margaret",6.516,"['Margaret']",0,"shadow",9.562,"Shadow",NA,"purple petals","True",137.981,NA,NA,4.414,"True","yes",NA,"pedagogical_3"
"275",530,"pedagogical-3","Tiger",0,"wug","pedagogical",3,"flower","mh",NA,10.625,"True",0.97,"been_while",8.533,TRUE,"been_while",NA,20.589,"True","To determine whether i trust someone's information based on knowing what they have done in the past","wug",4.343,TRUE,"wug",NA,3.355,"True","yes","Jessica",5.598,"['Jessica']",0,"shadow",12.488,"shadow",NA,"purple petals","True",156.219,NA,NA,8.693,"True","yes",NA,"pedagogical_3"
"276",538,"pedagogical-3","Elephant",0,"dax","pedagogical",3,"flower","sb",NA,15.089,"True",0.96,"been_while",12.651,TRUE,"been_while",NA,78.169,"True","I met a scientist who showed me a new plant, daxes. Daxes have purple petals.","dax",11.982,TRUE,"dax",NA,8.111,"True","yes","Elizabeth",20.154,"['Elizabeth']",0,"shadow",31.385,"Shadow",NA,"purple petals","True",319.907,NA,NA,17.036,"True","yes",NA,"pedagogical_3"
"277",522,"pedagogical-3","Sheep",0,"wug","pedagogical",3,"artifact","tg",NA,9.541,"True",0.5,"been_while",7.336,TRUE,"been_while",NA,49.191,"True","I was introduced to a sheep masquerading as a research scientist and met some animals, known as Wugs, that squeaked.","wug",7.154,TRUE,"wug",NA,3.779,"True","yes","Susan",8.288,"['susan']",0,"tiger",24.412,"tiger",NA,"squeaking","True",194.454,NA,NA,8.383,"True","yes",NA,"pedagogical_3"
"278",639,"pedagogical-3","Tiger",0,"fep","pedagogical",3,"artifact","mh",NA,6.539,"True",0.96,"been_while",11.327,TRUE,"been_while",NA,32.8,"True","A researcher on a new planet showed me feps that squeak.","fep",4.03,TRUE,"fep",NA,3.475,"True","yes","Elizabeth",16.353,"['Elizabeth']",0,"tiger",18.206,"Tiger",NA,"squeaking","True",184.305,NA,NA,8.999,"True","yes",NA,"pedagogical_3"
"279",552,"pedagogical-3","Sheep",0,"dax","pedagogical",3,"artifact","mh",NA,5.862,"True",0.86,"been_while",10.845,TRUE,"been_while",NA,57.916,"True","I had to watch a sheep tell me they know about plants, animals and objects on this planet. They described 3 daxes that squeak and I heard it.","dax",4.309,TRUE,"dax",NA,2.485,"True","yes","Linda",9.954,"['Linda']",0,"tiger",10.832,"Tiger",NA,"squeaking","True",197.594,NA,NA,12.387,"True","yes",NA,"pedagogical_3"
"280",656,"pedagogical-3","Monkey",0,"fep","pedagogical",3,"bird","tg",NA,5.514,"True",0.65,"been_while",5.689,TRUE,"been_while",NA,32.088,"True","This researcher shows you a group of ""Feps"" which seem to be birds with green feathers under their wings","fep",3.592,TRUE,"fep",NA,3.276,"True","yes","Jennifer",28.498,"['Jennifer']",0,"shadow",7.838,"Shadow",NA,"green feathers","True",196.74,NA,NA,9.861,"True","yes",NA,"pedagogical_3"
"281",647,"pedagogical-3","Dog",0,"fep","pedagogical",3,"flower","sb",NA,7.574,"True",0.53,"been_while",6.053,TRUE,"been_while",NA,18.175,"True","I went to a new planet and for some reason a dog was the scientist there telling me about a plant named fep","fep",3.681,TRUE,"fep",NA,2.885,"True","yes","Linda",5.751,"['Linda']",0,"tiger",8.737,"tiger",NA,"purple petals","True",149.896,NA,NA,8.23,"True","yes",NA,"pedagogical_3"
"282",635,"pedagogical-3","Sheep",0,"fep","pedagogical",3,"flower","tg",NA,6.859,"True",0.71,"been_while",7.072,TRUE,"been_while",NA,70.847,"True","In this experiment, I arrived on another planet and met a scientist who had been there for a while and already knew about the plants and animals on the planet.  The researcher showed me plants called 'feps' and then we watched them bloom with purple petals.","fep",5.039,TRUE,"fep",NA,3.646,"True","yes","Patricia",8.104,"['Patricia']",0,"tiger",11.934,"tiger",NA,"purple petals","True",203.986,NA,NA,13.009,"True","yes",NA,"pedagogical_3"
"283",655,"pedagogical-3","Sheep",0,"wug","pedagogical",3,"flower","mh",NA,5.852,"True",0.86,"been_while",6.811,TRUE,"been_while",NA,26.749,"True","I arrived at a planet to find another scientist there who showed me the wugs and what they do.","wug",2.684,TRUE,"wug",NA,3.72,"True","yes","Linda",6.02,"['Linda']",0,"shadow",6.653,"shadow",NA,"purple petals","True",133.556,NA,NA,9.389,"True","yes",NA,"pedagogical_3"
"284",615,"pedagogical-3","Elephant",0,"fep","pedagogical",3,"flower","sb",NA,13.038,"True",0.66,"been_while",8.205,TRUE,"been_while",NA,53.794,"True","The elephant researcher showed me some faps. First they just looked like plants, the researcher named them. And then they said, ""See, they have purple petals,"" which seemed to suggest that this is something that usually characterizes faps.","fep",3.661,TRUE,"fep",NA,5.2,"True","yes","Mary",5.65,"['Mary']",0,"shadow",28.863,"shadow",NA,"purple petals","True",195.86,NA,NA,7.237,"True","yes",NA,"pedagogical_3"
"285",516,"pedagogical-3","Tiger",0,"wug","pedagogical",3,"bird","tg",NA,11.781,"True",0.97,"been_while",14.047,TRUE,"been_while",NA,99.977,"True","i was a scientist need to learn about the new objects or plants discovered in the new planet and met an another scientist there..","wug",6.77,TRUE,"wug",NA,3.17,"True","yes","Jessica",15.47,"['Jessica']",0,"shadow",20.891,"shadow",NA,"green feathers","True",282.54,NA,NA,19.93,"True","yes",NA,"pedagogical_3"
