workerid,proliferate.condition,agent,background,correct_answer,followup_name,grid_labels,item_name,item_presentation_condition,n_examples,object,options,prompt,property,response_type,show_generic,show_object,show_scene,slide_num,slider_label_l,slider_label_r,speaker,type,error
426,accidental-1,Elephant,8,,,,,accidental,,,,,,,,,,1,,,sb,agent_intro,
426,accidental-1,Elephant,8,,,,"['wug', 'wugs']",accidental,1,"['flower', 'flower01', 'purple petals']",,,,,,,,2,,,sb,object_encounter,
426,accidental-1,Elephant,8,,,,"['wug', 'wugs']",accidental,1,"['flower', 'flower01', 'purple petals']",,,,,,,,3,,,sb,object_property,
426,accidental-1,,,NA,predicted_probability,,,accidental,1,,,Imagine that you come across another wug. What are the chances that it has purple petals?,,slider,False,,False,4,0% (impossible),100% (certain),,followup,
426,accidental-1,,,wug,name_identification,"['vicket', 'yem', 'wug', 'nar', 'blus', 'zobby']",,accidental,,,,What is the name of the item you learned about? Please select its name from the options below.,,grid,False,,False,5,,,,followup,
426,accidental-1,,,NA,generic_endorsement,,"['wug', 'wugs']",accidental,,,"[['Yes', 'yes'], ['No', 'no']]",Would you say the following is true?,purple petals,mc,True,,False,6,,,,followup,
426,accidental-1,Elephant,8,NA,perceived_character_knowledge,,"['wug', 'wugs']",accidental,1,"['flower', 'flower01', 'purple petals']","[['Yes', 'yes'], ['No', 'no']]",Please refer to the image below. Did this character know that wugs could have purple petals before you observed it together?,,mc,False,True,True,7,,,,followup,
426,accidental-1,Elephant,8,just_arrived,character_arrival,,"['wug', 'wugs']",accidental,1,"['flower', 'flower01', 'purple petals']","[['This character is a new researcher who just arrived here', 'just_arrived'], ['This character has been doing research on this planet for a while', 'been_while']]","Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",,mc,False,False,True,8,,,,followup,
426,accidental-1,,,NA,freeform_followup,,,accidental,,,,"In the text box below, please describe briefly what happened in this experiment.",,freeform,False,,False,9,,,,followup,
313,accidental-1,Sheep,9,,,,,accidental,,,,,,,,,,1,,,tg,agent_intro,
313,accidental-1,Sheep,9,,,,"['wug', 'wugs']",accidental,1,"['flower', 'flower01', 'purple petals']",,,,,,,,2,,,tg,object_encounter,
313,accidental-1,Sheep,9,,,,"['wug', 'wugs']",accidental,1,"['flower', 'flower01', 'purple petals']",,,,,,,,3,,,tg,object_property,
313,accidental-1,,,NA,predicted_probability,,,accidental,1,,,Imagine that you come across another wug. What are the chances that it has purple petals?,,slider,False,,False,4,0% (impossible),100% (certain),,followup,
313,accidental-1,,,wug,name_identification,"['yem', 'vicket', 'zobby', 'blus', 'nar', 'wug']",,accidental,,,,What is the name of the item you learned about? Please select its name from the options below.,,grid,False,,False,5,,,,followup,
313,accidental-1,,,NA,generic_endorsement,,"['wug', 'wugs']",accidental,,,"[['Yes', 'yes'], ['No', 'no']]",Would you say the following is true?,purple petals,mc,True,,False,6,,,,followup,
313,accidental-1,Sheep,9,NA,perceived_character_knowledge,,"['wug', 'wugs']",accidental,1,"['flower', 'flower01', 'purple petals']","[['Yes', 'yes'], ['No', 'no']]",Please refer to the image below. Did this character know that wugs could have purple petals before you observed it together?,,mc,False,True,True,7,,,,followup,
313,accidental-1,Sheep,9,just_arrived,character_arrival,,"['wug', 'wugs']",accidental,1,"['flower', 'flower01', 'purple petals']","[['This character is a new researcher who just arrived here', 'just_arrived'], ['This character has been doing research on this planet for a while', 'been_while']]","Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",,mc,False,False,True,8,,,,followup,
313,accidental-1,,,NA,freeform_followup,,,accidental,,,,"In the text box below, please describe briefly what happened in this experiment.",,freeform,False,,False,9,,,,followup,
421,accidental-1,Dog,5,,,,,accidental,,,,,,,,,,1,,,tg,agent_intro,
421,accidental-1,Dog,5,,,,"['fep', 'feps']",accidental,1,"['bird', 'bird02', 'green feathers']",,,,,,,,2,,,tg,object_encounter,
421,accidental-1,Dog,5,,,,"['fep', 'feps']",accidental,1,"['bird', 'bird02', 'green feathers']",,,,,,,,3,,,tg,object_property,
421,accidental-1,,,NA,predicted_probability,,,accidental,1,,,Imagine that you come across another fep. What are the chances that it has green feathers?,,slider,False,,False,4,0% (impossible),100% (certain),,followup,
421,accidental-1,,,fep,name_identification,"['yem', 'blus', 'nar', 'zobby', 'vicket', 'fep']",,accidental,,,,What is the name of the item you learned about? Please select its name from the options below.,,grid,False,,False,5,,,,followup,
421,accidental-1,,,NA,generic_endorsement,,"['fep', 'feps']",accidental,,,"[['Yes', 'yes'], ['No', 'no']]",Would you say the following is true?,green feathers,mc,True,,False,6,,,,followup,
421,accidental-1,Dog,5,NA,perceived_character_knowledge,,"['fep', 'feps']",accidental,1,"['bird', 'bird02', 'green feathers']","[['Yes', 'yes'], ['No', 'no']]",Please refer to the image below. Did this character know that feps could have green feathers before you observed it together?,,mc,False,True,True,7,,,,followup,
421,accidental-1,Dog,5,just_arrived,character_arrival,,"['fep', 'feps']",accidental,1,"['bird', 'bird02', 'green feathers']","[['This character is a new researcher who just arrived here', 'just_arrived'], ['This character has been doing research on this planet for a while', 'been_while']]","Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",,mc,False,False,True,8,,,,followup,
421,accidental-1,,,NA,freeform_followup,,,accidental,,,,"In the text box below, please describe briefly what happened in this experiment.",,freeform,False,,False,9,,,,followup,
297,accidental-1,Dog,7,,,,,accidental,,,,,,,,,,1,,,sb,agent_intro,
297,accidental-1,Dog,7,,,,"['fep', 'feps']",accidental,1,"['flower', 'flower01', 'purple petals']",,,,,,,,2,,,sb,object_encounter,
297,accidental-1,Dog,7,,,,"['fep', 'feps']",accidental,1,"['flower', 'flower01', 'purple petals']",,,,,,,,3,,,sb,object_property,
297,accidental-1,,,NA,predicted_probability,,,accidental,1,,,Imagine that you come across another fep. What are the chances that it has purple petals?,,slider,False,,False,4,0% (impossible),100% (certain),,followup,
297,accidental-1,,,fep,name_identification,"['yem', 'nar', 'fep', 'vicket', 'blus', 'zobby']",,accidental,,,,What is the name of the item you learned about? Please select its name from the options below.,,grid,False,,False,5,,,,followup,
297,accidental-1,,,NA,generic_endorsement,,"['fep', 'feps']",accidental,,,"[['Yes', 'yes'], ['No', 'no']]",Would you say the following is true?,purple petals,mc,True,,False,6,,,,followup,
297,accidental-1,Dog,7,NA,perceived_character_knowledge,,"['fep', 'feps']",accidental,1,"['flower', 'flower01', 'purple petals']","[['Yes', 'yes'], ['No', 'no']]",Please refer to the image below. Did this character know that feps could have purple petals before you observed it together?,,mc,False,True,True,7,,,,followup,
297,accidental-1,Dog,7,just_arrived,character_arrival,,"['fep', 'feps']",accidental,1,"['flower', 'flower01', 'purple petals']","[['This character is a new researcher who just arrived here', 'just_arrived'], ['This character has been doing research on this planet for a while', 'been_while']]","Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",,mc,False,False,True,8,,,,followup,
297,accidental-1,,,NA,freeform_followup,,,accidental,,,,"In the text box below, please describe briefly what happened in this experiment.",,freeform,False,,False,9,,,,followup,
371,accidental-1,Monkey,9,,,,,accidental,,,,,,,,,,1,,,tg,agent_intro,
371,accidental-1,Monkey,9,,,,"['wug', 'wugs']",accidental,1,"['bird', 'bird02', 'green feathers']",,,,,,,,2,,,tg,object_encounter,
371,accidental-1,Monkey,9,,,,"['wug', 'wugs']",accidental,1,"['bird', 'bird02', 'green feathers']",,,,,,,,3,,,tg,object_property,
371,accidental-1,,,NA,predicted_probability,,,accidental,1,,,Imagine that you come across another wug. What are the chances that it has green feathers?,,slider,False,,False,4,0% (impossible),100% (certain),,followup,
371,accidental-1,,,wug,name_identification,"['yem', 'zobby', 'vicket', 'blus', 'wug', 'nar']",,accidental,,,,What is the name of the item you learned about? Please select its name from the options below.,,grid,False,,False,5,,,,followup,
371,accidental-1,,,NA,generic_endorsement,,"['wug', 'wugs']",accidental,,,"[['Yes', 'yes'], ['No', 'no']]",Would you say the following is true?,green feathers,mc,True,,False,6,,,,followup,
371,accidental-1,Monkey,9,NA,perceived_character_knowledge,,"['wug', 'wugs']",accidental,1,"['bird', 'bird02', 'green feathers']","[['Yes', 'yes'], ['No', 'no']]",Please refer to the image below. Did this character know that wugs could have green feathers before you observed it together?,,mc,False,True,True,7,,,,followup,
371,accidental-1,Monkey,9,just_arrived,character_arrival,,"['wug', 'wugs']",accidental,1,"['bird', 'bird02', 'green feathers']","[['This character is a new researcher who just arrived here', 'just_arrived'], ['This character has been doing research on this planet for a while', 'been_while']]","Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",,mc,False,False,True,8,,,,followup,
371,accidental-1,,,NA,freeform_followup,,,accidental,,,,"In the text box below, please describe briefly what happened in this experiment.",,freeform,False,,False,9,,,,followup,
285,accidental-1,Bear,8,,,,,accidental,,,,,,,,,,1,,,sb,agent_intro,
285,accidental-1,Bear,8,,,,"['fep', 'feps']",accidental,1,"['artifact', 'artifact01', 'squeaking']",,,,,,,,2,,,sb,object_encounter,
285,accidental-1,Bear,8,,,,"['fep', 'feps']",accidental,1,"['artifact', 'artifact01', 'squeaking']",,,,,,,,3,,,sb,object_property,
285,accidental-1,,,NA,predicted_probability,,,accidental,1,,,Imagine that you come across another fep. What are the chances that it squeaks?,,slider,False,,False,4,0% (impossible),100% (certain),,followup,
285,accidental-1,,,fep,name_identification,"['nar', 'fep', 'blus', 'yem', 'vicket', 'zobby']",,accidental,,,,What is the name of the item you learned about? Please select its name from the options below.,,grid,False,,False,5,,,,followup,
285,accidental-1,,,NA,generic_endorsement,,"['fep', 'feps']",accidental,,,"[['Yes', 'yes'], ['No', 'no']]",Would you say the following is true?,squeaking,mc,True,,False,6,,,,followup,
285,accidental-1,Bear,8,NA,perceived_character_knowledge,,"['fep', 'feps']",accidental,1,"['artifact', 'artifact01', 'squeaking']","[['Yes', 'yes'], ['No', 'no']]",Please refer to the image below. Did this character know that feps could squeak before you observed it together?,,mc,False,True,True,7,,,,followup,
285,accidental-1,Bear,8,just_arrived,character_arrival,,"['fep', 'feps']",accidental,1,"['artifact', 'artifact01', 'squeaking']","[['This character is a new researcher who just arrived here', 'just_arrived'], ['This character has been doing research on this planet for a while', 'been_while']]","Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",,mc,False,False,True,8,,,,followup,
285,accidental-1,,,NA,freeform_followup,,,accidental,,,,"In the text box below, please describe briefly what happened in this experiment.",,freeform,False,,False,9,,,,followup,
409,accidental-1,Elephant,1,,,,,accidental,,,,,,,,,,1,,,tg,agent_intro,
409,accidental-1,Elephant,1,,,,"['fep', 'feps']",accidental,1,"['artifact', 'artifact01', 'squeaking']",,,,,,,,2,,,tg,object_encounter,
409,accidental-1,Elephant,1,,,,"['fep', 'feps']",accidental,1,"['artifact', 'artifact01', 'squeaking']",,,,,,,,3,,,tg,object_property,
409,accidental-1,,,NA,predicted_probability,,,accidental,1,,,Imagine that you come across another fep. What are the chances that it squeaks?,,slider,False,,False,4,0% (impossible),100% (certain),,followup,
409,accidental-1,,,fep,name_identification,"['yem', 'fep', 'vicket', 'blus', 'nar', 'zobby']",,accidental,,,,What is the name of the item you learned about? Please select its name from the options below.,,grid,False,,False,5,,,,followup,
409,accidental-1,,,NA,generic_endorsement,,"['fep', 'feps']",accidental,,,"[['Yes', 'yes'], ['No', 'no']]",Would you say the following is true?,squeaking,mc,True,,False,6,,,,followup,
409,accidental-1,Elephant,1,NA,perceived_character_knowledge,,"['fep', 'feps']",accidental,1,"['artifact', 'artifact01', 'squeaking']","[['Yes', 'yes'], ['No', 'no']]",Please refer to the image below. Did this character know that feps could squeak before you observed it together?,,mc,False,True,True,7,,,,followup,
409,accidental-1,Elephant,1,just_arrived,character_arrival,,"['fep', 'feps']",accidental,1,"['artifact', 'artifact01', 'squeaking']","[['This character is a new researcher who just arrived here', 'just_arrived'], ['This character has been doing research on this planet for a while', 'been_while']]","Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",,mc,False,False,True,8,,,,followup,
409,accidental-1,,,NA,freeform_followup,,,accidental,,,,"In the text box below, please describe briefly what happened in this experiment.",,freeform,False,,False,9,,,,followup,
342,accidental-1,Tiger,8,,,,,accidental,,,,,,,,,,1,,,tg,agent_intro,
342,accidental-1,Tiger,8,,,,"['fep', 'feps']",accidental,1,"['artifact', 'artifact01', 'squeaking']",,,,,,,,2,,,tg,object_encounter,
342,accidental-1,Tiger,8,,,,"['fep', 'feps']",accidental,1,"['artifact', 'artifact01', 'squeaking']",,,,,,,,3,,,tg,object_property,
342,accidental-1,,,NA,predicted_probability,,,accidental,1,,,Imagine that you come across another fep. What are the chances that it squeaks?,,slider,False,,False,4,0% (impossible),100% (certain),,followup,
342,accidental-1,,,fep,name_identification,"['fep', 'nar', 'blus', 'yem', 'vicket', 'zobby']",,accidental,,,,What is the name of the item you learned about? Please select its name from the options below.,,grid,False,,False,5,,,,followup,
342,accidental-1,,,NA,generic_endorsement,,"['fep', 'feps']",accidental,,,"[['Yes', 'yes'], ['No', 'no']]",Would you say the following is true?,squeaking,mc,True,,False,6,,,,followup,
342,accidental-1,Tiger,8,NA,perceived_character_knowledge,,"['fep', 'feps']",accidental,1,"['artifact', 'artifact01', 'squeaking']","[['Yes', 'yes'], ['No', 'no']]",Please refer to the image below. Did this character know that feps could squeak before you observed it together?,,mc,False,True,True,7,,,,followup,
342,accidental-1,Tiger,8,just_arrived,character_arrival,,"['fep', 'feps']",accidental,1,"['artifact', 'artifact01', 'squeaking']","[['This character is a new researcher who just arrived here', 'just_arrived'], ['This character has been doing research on this planet for a while', 'been_while']]","Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",,mc,False,False,True,8,,,,followup,
342,accidental-1,,,NA,freeform_followup,,,accidental,,,,"In the text box below, please describe briefly what happened in this experiment.",,freeform,False,,False,9,,,,followup,
318,accidental-1,Monkey,1,,,,,accidental,,,,,,,,,,1,,,mh,agent_intro,
318,accidental-1,Monkey,1,,,,"['wug', 'wugs']",accidental,1,"['flower', 'flower01', 'purple petals']",,,,,,,,2,,,mh,object_encounter,
318,accidental-1,Monkey,1,,,,"['wug', 'wugs']",accidental,1,"['flower', 'flower01', 'purple petals']",,,,,,,,3,,,mh,object_property,
318,accidental-1,,,NA,predicted_probability,,,accidental,1,,,Imagine that you come across another wug. What are the chances that it has purple petals?,,slider,False,,False,4,0% (impossible),100% (certain),,followup,
318,accidental-1,,,wug,name_identification,"['blus', 'wug', 'zobby', 'nar', 'vicket', 'yem']",,accidental,,,,What is the name of the item you learned about? Please select its name from the options below.,,grid,False,,False,5,,,,followup,
318,accidental-1,,,NA,generic_endorsement,,"['wug', 'wugs']",accidental,,,"[['Yes', 'yes'], ['No', 'no']]",Would you say the following is true?,purple petals,mc,True,,False,6,,,,followup,
318,accidental-1,Monkey,1,NA,perceived_character_knowledge,,"['wug', 'wugs']",accidental,1,"['flower', 'flower01', 'purple petals']","[['Yes', 'yes'], ['No', 'no']]",Please refer to the image below. Did this character know that wugs could have purple petals before you observed it together?,,mc,False,True,True,7,,,,followup,
318,accidental-1,Monkey,1,just_arrived,character_arrival,,"['wug', 'wugs']",accidental,1,"['flower', 'flower01', 'purple petals']","[['This character is a new researcher who just arrived here', 'just_arrived'], ['This character has been doing research on this planet for a while', 'been_while']]","Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",,mc,False,False,True,8,,,,followup,
318,accidental-1,,,NA,freeform_followup,,,accidental,,,,"In the text box below, please describe briefly what happened in this experiment.",,freeform,False,,False,9,,,,followup,
391,accidental-1,Bear,5,,,,,accidental,,,,,,,,,,1,,,mh,agent_intro,
391,accidental-1,Bear,5,,,,"['wug', 'wugs']",accidental,1,"['artifact', 'artifact01', 'squeaking']",,,,,,,,2,,,mh,object_encounter,
391,accidental-1,Bear,5,,,,"['wug', 'wugs']",accidental,1,"['artifact', 'artifact01', 'squeaking']",,,,,,,,3,,,mh,object_property,
391,accidental-1,,,NA,predicted_probability,,,accidental,1,,,Imagine that you come across another wug. What are the chances that it squeaks?,,slider,False,,False,4,0% (impossible),100% (certain),,followup,
391,accidental-1,,,wug,name_identification,"['wug', 'zobby', 'vicket', 'blus', 'nar', 'yem']",,accidental,,,,What is the name of the item you learned about? Please select its name from the options below.,,grid,False,,False,5,,,,followup,
391,accidental-1,,,NA,generic_endorsement,,"['wug', 'wugs']",accidental,,,"[['Yes', 'yes'], ['No', 'no']]",Would you say the following is true?,squeaking,mc,True,,False,6,,,,followup,
391,accidental-1,Bear,5,NA,perceived_character_knowledge,,"['wug', 'wugs']",accidental,1,"['artifact', 'artifact01', 'squeaking']","[['Yes', 'yes'], ['No', 'no']]",Please refer to the image below. Did this character know that wugs could squeak before you observed it together?,,mc,False,True,True,7,,,,followup,
391,accidental-1,Bear,5,just_arrived,character_arrival,,"['wug', 'wugs']",accidental,1,"['artifact', 'artifact01', 'squeaking']","[['This character is a new researcher who just arrived here', 'just_arrived'], ['This character has been doing research on this planet for a while', 'been_while']]","Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",,mc,False,False,True,8,,,,followup,
391,accidental-1,,,NA,freeform_followup,,,accidental,,,,"In the text box below, please describe briefly what happened in this experiment.",,freeform,False,,False,9,,,,followup,
293,accidental-1,Sheep,1,,,,,accidental,,,,,,,,,,1,,,sb,agent_intro,
293,accidental-1,Sheep,1,,,,"['dax', 'daxes']",accidental,1,"['artifact', 'artifact01', 'squeaking']",,,,,,,,2,,,sb,object_encounter,
293,accidental-1,Sheep,1,,,,"['dax', 'daxes']",accidental,1,"['artifact', 'artifact01', 'squeaking']",,,,,,,,3,,,sb,object_property,
293,accidental-1,,,NA,predicted_probability,,,accidental,1,,,Imagine that you come across another dax. What are the chances that it squeaks?,,slider,False,,False,4,0% (impossible),100% (certain),,followup,
293,accidental-1,,,dax,name_identification,"['dax', 'nar', 'blus', 'zobby', 'vicket', 'yem']",,accidental,,,,What is the name of the item you learned about? Please select its name from the options below.,,grid,False,,False,5,,,,followup,
293,accidental-1,,,NA,generic_endorsement,,"['dax', 'daxes']",accidental,,,"[['Yes', 'yes'], ['No', 'no']]",Would you say the following is true?,squeaking,mc,True,,False,6,,,,followup,
293,accidental-1,Sheep,1,NA,perceived_character_knowledge,,"['dax', 'daxes']",accidental,1,"['artifact', 'artifact01', 'squeaking']","[['Yes', 'yes'], ['No', 'no']]",Please refer to the image below. Did this character know that daxes could squeak before you observed it together?,,mc,False,True,True,7,,,,followup,
293,accidental-1,Sheep,1,just_arrived,character_arrival,,"['dax', 'daxes']",accidental,1,"['artifact', 'artifact01', 'squeaking']","[['This character is a new researcher who just arrived here', 'just_arrived'], ['This character has been doing research on this planet for a while', 'been_while']]","Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",,mc,False,False,True,8,,,,followup,
293,accidental-1,,,NA,freeform_followup,,,accidental,,,,"In the text box below, please describe briefly what happened in this experiment.",,freeform,False,,False,9,,,,followup,
456,accidental-1,Dog,1,,,,,accidental,,,,,,,,,,1,,,mh,agent_intro,
456,accidental-1,Dog,1,,,,"['fep', 'feps']",accidental,1,"['bird', 'bird02', 'green feathers']",,,,,,,,2,,,mh,object_encounter,
456,accidental-1,Dog,1,,,,"['fep', 'feps']",accidental,1,"['bird', 'bird02', 'green feathers']",,,,,,,,3,,,mh,object_property,
456,accidental-1,,,NA,predicted_probability,,,accidental,1,,,Imagine that you come across another fep. What are the chances that it has green feathers?,,slider,False,,False,4,0% (impossible),100% (certain),,followup,
456,accidental-1,,,fep,name_identification,"['yem', 'fep', 'zobby', 'nar', 'blus', 'vicket']",,accidental,,,,What is the name of the item you learned about? Please select its name from the options below.,,grid,False,,False,5,,,,followup,
456,accidental-1,,,NA,generic_endorsement,,"['fep', 'feps']",accidental,,,"[['Yes', 'yes'], ['No', 'no']]",Would you say the following is true?,green feathers,mc,True,,False,6,,,,followup,
456,accidental-1,Dog,1,NA,perceived_character_knowledge,,"['fep', 'feps']",accidental,1,"['bird', 'bird02', 'green feathers']","[['Yes', 'yes'], ['No', 'no']]",Please refer to the image below. Did this character know that feps could have green feathers before you observed it together?,,mc,False,True,True,7,,,,followup,
456,accidental-1,Dog,1,just_arrived,character_arrival,,"['fep', 'feps']",accidental,1,"['bird', 'bird02', 'green feathers']","[['This character is a new researcher who just arrived here', 'just_arrived'], ['This character has been doing research on this planet for a while', 'been_while']]","Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",,mc,False,False,True,8,,,,followup,
456,accidental-1,,,NA,freeform_followup,,,accidental,,,,"In the text box below, please describe briefly what happened in this experiment.",,freeform,False,,False,9,,,,followup,
396,accidental-1,Tiger,5,,,,,accidental,,,,,,,,,,1,,,sb,agent_intro,
396,accidental-1,Tiger,5,,,,"['fep', 'feps']",accidental,1,"['artifact', 'artifact01', 'squeaking']",,,,,,,,2,,,sb,object_encounter,
396,accidental-1,Tiger,5,,,,"['fep', 'feps']",accidental,1,"['artifact', 'artifact01', 'squeaking']",,,,,,,,3,,,sb,object_property,
396,accidental-1,,,NA,predicted_probability,,,accidental,1,,,Imagine that you come across another fep. What are the chances that it squeaks?,,slider,False,,False,4,0% (impossible),100% (certain),,followup,
396,accidental-1,,,fep,name_identification,"['blus', 'yem', 'vicket', 'fep', 'zobby', 'nar']",,accidental,,,,What is the name of the item you learned about? Please select its name from the options below.,,grid,False,,False,5,,,,followup,
396,accidental-1,,,NA,generic_endorsement,,"['fep', 'feps']",accidental,,,"[['Yes', 'yes'], ['No', 'no']]",Would you say the following is true?,squeaking,mc,True,,False,6,,,,followup,
396,accidental-1,Tiger,5,NA,perceived_character_knowledge,,"['fep', 'feps']",accidental,1,"['artifact', 'artifact01', 'squeaking']","[['Yes', 'yes'], ['No', 'no']]",Please refer to the image below. Did this character know that feps could squeak before you observed it together?,,mc,False,True,True,7,,,,followup,
396,accidental-1,Tiger,5,just_arrived,character_arrival,,"['fep', 'feps']",accidental,1,"['artifact', 'artifact01', 'squeaking']","[['This character is a new researcher who just arrived here', 'just_arrived'], ['This character has been doing research on this planet for a while', 'been_while']]","Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",,mc,False,False,True,8,,,,followup,
396,accidental-1,,,NA,freeform_followup,,,accidental,,,,"In the text box below, please describe briefly what happened in this experiment.",,freeform,False,,False,9,,,,followup,
377,accidental-1,Bear,7,,,,,accidental,,,,,,,,,,1,,,mh,agent_intro,
377,accidental-1,Bear,7,,,,"['fep', 'feps']",accidental,1,"['flower', 'flower01', 'purple petals']",,,,,,,,2,,,mh,object_encounter,
377,accidental-1,Bear,7,,,,"['fep', 'feps']",accidental,1,"['flower', 'flower01', 'purple petals']",,,,,,,,3,,,mh,object_property,
377,accidental-1,,,NA,predicted_probability,,,accidental,1,,,Imagine that you come across another fep. What are the chances that it has purple petals?,,slider,False,,False,4,0% (impossible),100% (certain),,followup,
377,accidental-1,,,fep,name_identification,"['nar', 'vicket', 'yem', 'blus', 'fep', 'zobby']",,accidental,,,,What is the name of the item you learned about? Please select its name from the options below.,,grid,False,,False,5,,,,followup,
377,accidental-1,,,NA,generic_endorsement,,"['fep', 'feps']",accidental,,,"[['Yes', 'yes'], ['No', 'no']]",Would you say the following is true?,purple petals,mc,True,,False,6,,,,followup,
377,accidental-1,Bear,7,NA,perceived_character_knowledge,,"['fep', 'feps']",accidental,1,"['flower', 'flower01', 'purple petals']","[['Yes', 'yes'], ['No', 'no']]",Please refer to the image below. Did this character know that feps could have purple petals before you observed it together?,,mc,False,True,True,7,,,,followup,
377,accidental-1,Bear,7,just_arrived,character_arrival,,"['fep', 'feps']",accidental,1,"['flower', 'flower01', 'purple petals']","[['This character is a new researcher who just arrived here', 'just_arrived'], ['This character has been doing research on this planet for a while', 'been_while']]","Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",,mc,False,False,True,8,,,,followup,
377,accidental-1,,,NA,freeform_followup,,,accidental,,,,"In the text box below, please describe briefly what happened in this experiment.",,freeform,False,,False,9,,,,followup,
301,accidental-1,Sheep,7,,,,,accidental,,,,,,,,,,1,,,tg,agent_intro,
301,accidental-1,Sheep,7,,,,"['wug', 'wugs']",accidental,1,"['bird', 'bird02', 'green feathers']",,,,,,,,2,,,tg,object_encounter,
301,accidental-1,Sheep,7,,,,"['wug', 'wugs']",accidental,1,"['bird', 'bird02', 'green feathers']",,,,,,,,3,,,tg,object_property,
301,accidental-1,,,NA,predicted_probability,,,accidental,1,,,Imagine that you come across another wug. What are the chances that it has green feathers?,,slider,False,,False,4,0% (impossible),100% (certain),,followup,
301,accidental-1,,,wug,name_identification,"['vicket', 'blus', 'yem', 'wug', 'zobby', 'nar']",,accidental,,,,What is the name of the item you learned about? Please select its name from the options below.,,grid,False,,False,5,,,,followup,
301,accidental-1,,,NA,generic_endorsement,,"['wug', 'wugs']",accidental,,,"[['Yes', 'yes'], ['No', 'no']]",Would you say the following is true?,green feathers,mc,True,,False,6,,,,followup,
301,accidental-1,Sheep,7,NA,perceived_character_knowledge,,"['wug', 'wugs']",accidental,1,"['bird', 'bird02', 'green feathers']","[['Yes', 'yes'], ['No', 'no']]",Please refer to the image below. Did this character know that wugs could have green feathers before you observed it together?,,mc,False,True,True,7,,,,followup,
301,accidental-1,Sheep,7,just_arrived,character_arrival,,"['wug', 'wugs']",accidental,1,"['bird', 'bird02', 'green feathers']","[['This character is a new researcher who just arrived here', 'just_arrived'], ['This character has been doing research on this planet for a while', 'been_while']]","Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",,mc,False,False,True,8,,,,followup,
301,accidental-1,,,NA,freeform_followup,,,accidental,,,,"In the text box below, please describe briefly what happened in this experiment.",,freeform,False,,False,9,,,,followup,
353,accidental-1,Monkey,1,,,,,accidental,,,,,,,,,,1,,,tg,agent_intro,
353,accidental-1,Monkey,1,,,,"['wug', 'wugs']",accidental,1,"['bird', 'bird02', 'green feathers']",,,,,,,,2,,,tg,object_encounter,
353,accidental-1,Monkey,1,,,,"['wug', 'wugs']",accidental,1,"['bird', 'bird02', 'green feathers']",,,,,,,,3,,,tg,object_property,
353,accidental-1,,,NA,predicted_probability,,,accidental,1,,,Imagine that you come across another wug. What are the chances that it has green feathers?,,slider,False,,False,4,0% (impossible),100% (certain),,followup,
353,accidental-1,,,wug,name_identification,"['blus', 'nar', 'vicket', 'wug', 'zobby', 'yem']",,accidental,,,,What is the name of the item you learned about? Please select its name from the options below.,,grid,False,,False,5,,,,followup,
353,accidental-1,,,NA,generic_endorsement,,"['wug', 'wugs']",accidental,,,"[['Yes', 'yes'], ['No', 'no']]",Would you say the following is true?,green feathers,mc,True,,False,6,,,,followup,
353,accidental-1,Monkey,1,NA,perceived_character_knowledge,,"['wug', 'wugs']",accidental,1,"['bird', 'bird02', 'green feathers']","[['Yes', 'yes'], ['No', 'no']]",Please refer to the image below. Did this character know that wugs could have green feathers before you observed it together?,,mc,False,True,True,7,,,,followup,
353,accidental-1,Monkey,1,just_arrived,character_arrival,,"['wug', 'wugs']",accidental,1,"['bird', 'bird02', 'green feathers']","[['This character is a new researcher who just arrived here', 'just_arrived'], ['This character has been doing research on this planet for a while', 'been_while']]","Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",,mc,False,False,True,8,,,,followup,
353,accidental-1,,,NA,freeform_followup,,,accidental,,,,"In the text box below, please describe briefly what happened in this experiment.",,freeform,False,,False,9,,,,followup,
438,accidental-1,Bear,9,,,,,accidental,,,,,,,,,,1,,,tg,agent_intro,
438,accidental-1,Bear,9,,,,"['wug', 'wugs']",accidental,1,"['flower', 'flower01', 'purple petals']",,,,,,,,2,,,tg,object_encounter,
